iter	Logloss
0	0.6496593449
1	0.6142567301
2	0.5799173534
3	0.5486269753
4	0.5145491571
5	0.4892725502
6	0.4605229938
7	0.437189553
8	0.4104400995
9	0.3888421086
10	0.3711881881
11	0.353208531
12	0.3350260733
13	0.3187393135
14	0.3045193174
15	0.2903538289
16	0.2753661939
17	0.2642492516
18	0.2553525997
19	0.2442077774
20	0.2367969422
21	0.2249251256
22	0.216561996
23	0.2090658384
24	0.2008406186
25	0.1944730724
26	0.1889651791
27	0.1836360354
28	0.1775714237
29	0.170434598
30	0.1636333231
31	0.1582636018
32	0.1544054779
33	0.15135924
34	0.1463287556
35	0.1425159392
36	0.1376267122
37	0.1341125137
38	0.1302449915
39	0.1276534745
40	0.1241114546
41	0.1215745411
42	0.118339501
43	0.116150567
44	0.1132969183
45	0.109729991
46	0.1064693388
47	0.1041787443
48	0.1024613322
49	0.1003958239
50	0.09832434176
51	0.09617946176
52	0.09435664862
53	0.09199737471
54	0.09073949179
55	0.08916683972
56	0.08737970907
57	0.08585201817
58	0.0840771174
59	0.08238579282
60	0.08072867133
61	0.07910703166
62	0.07777558025
63	0.07615423783
64	0.0745918201
65	0.07362140337
66	0.07278392251
67	0.07125395775
68	0.07006493083
69	0.06856213649
70	0.0673040593
71	0.06600983188
72	0.06505983594
73	0.06399838399
74	0.06321901248
75	0.06241589462
76	0.06136540369
77	0.06030625357
78	0.05932668017
79	0.05830784725
80	0.05718585947
81	0.05643560559
82	0.05565739221
83	0.05510993571
84	0.05433146204
85	0.05369930315
86	0.05304840526
87	0.05241124814
88	0.05150995642
89	0.05076550662
90	0.05011812329
91	0.04948299859
92	0.04886893526
93	0.04818275183
94	0.04767641299
95	0.04703247789
96	0.04666090241
97	0.04626367757
98	0.04564013467
99	0.04499946412
100	0.04456694165
101	0.04414442288
102	0.04346936634
103	0.04289019481
104	0.04262120323
105	0.04211591972
106	0.04176870664
107	0.04138163545
108	0.04088551606
109	0.04037465277
110	0.03994879116
111	0.03963021453
112	0.03923491126
113	0.038887211
114	0.0383321807
115	0.03798224782
116	0.03747748801
117	0.03698474135
118	0.03651394424
119	0.03621844386
120	0.03590736761
121	0.03563085656
122	0.03523196837
123	0.03494134379
124	0.03465145242
125	0.03428468936
126	0.03388053834
127	0.03350708394
128	0.03334753543
129	0.03304925034
130	0.0327491849
131	0.0325139527
132	0.03212477063
133	0.0317223624
134	0.03146284503
135	0.03113070866
136	0.03093179531
137	0.03053761022
138	0.0303131786
139	0.03009043327
140	0.02988992651
141	0.02950329365
142	0.02927975692
143	0.02898185232
144	0.02871622227
145	0.02852665835
146	0.02830468302
147	0.02805538879
148	0.0278262213
149	0.02750554315
150	0.02721228305
151	0.02699668973
152	0.02667772357
153	0.02649262308
154	0.02627694162
155	0.02618347411
156	0.02595060502
157	0.02567745631
158	0.02549549623
159	0.02533443097
160	0.02507521046
161	0.02493563779
162	0.02480064737
163	0.0246102448
164	0.02433050113
165	0.02408364171
166	0.02387271435
167	0.02364368638
168	0.02351978029
169	0.02319109202
170	0.02295028647
171	0.02274914236
172	0.02260914322
173	0.02248214043
174	0.02238829898
175	0.02217829661
176	0.02204977119
177	0.02187649454
178	0.02178279607
179	0.02164015998
180	0.02148409802
181	0.02127029165
182	0.02117755858
183	0.02108224317
184	0.0209701279
185	0.0208973013
186	0.02076861961
187	0.02059317164
188	0.02046113024
189	0.02027408795
190	0.02014980825
191	0.01997667764
192	0.0198393927
193	0.01971189961
194	0.0195832895
195	0.01938971559
196	0.0192365969
197	0.0189913768
198	0.01883419755
199	0.01871780439
200	0.0186642246
201	0.01854941098
202	0.01844953036
203	0.0183492707
204	0.01819242612
205	0.01816713016
206	0.01808351185
207	0.01805431109
208	0.0178922913
209	0.01772500171
210	0.01764770612
211	0.01753719207
212	0.01748958923
213	0.01745082695
214	0.01734895437
215	0.01728220012
216	0.0171452038
217	0.01701940629
218	0.01688593369
219	0.01679464894
220	0.01673417058
221	0.01663794626
222	0.0164705606
223	0.01635296303
224	0.01620974849
225	0.01609361775
226	0.01599891622
227	0.01597529957
228	0.01584311075
229	0.01570859192
230	0.01564808298
231	0.01552608239
232	0.01544144091
233	0.01537361168
234	0.01530367996
235	0.01517869511
236	0.01504878543
237	0.01497207136
238	0.01495213503
239	0.01486895037
240	0.01477966964
241	0.01469038255
242	0.01465300107
243	0.0145542148
244	0.01445524851
245	0.01438796408
246	0.01437541487
247	0.01424574483
248	0.01423367805
249	0.01421395945
250	0.01420596185
251	0.01412547707
252	0.01409087271
253	0.01401829757
254	0.01393977122
255	0.01383295761
256	0.01381233994
257	0.01376666016
258	0.01363852613
259	0.01352271269
260	0.01342124486
261	0.01338476482
262	0.01328207774
263	0.01320648689
264	0.01317522643
265	0.01310043158
266	0.01302632916
267	0.01292934329
268	0.01288147793
269	0.01281998822
270	0.01267318993
271	0.01264243723
272	0.01261877067
273	0.01250775281
274	0.01238429719
275	0.01231208557
276	0.01229675926
277	0.0122018276
278	0.01214525967
279	0.01205010822
280	0.011993357
281	0.01193070634
282	0.01191286613
283	0.01186958119
284	0.01184291857
285	0.01176390387
286	0.01172606025
287	0.01167799278
288	0.01161263938
289	0.01153951649
290	0.01145786409
291	0.01137913367
292	0.01137269719
293	0.01128054457
294	0.01124602341
295	0.0111702888
296	0.01108609997
297	0.01101964555
298	0.01097278542
299	0.01090330664
300	0.01082021994
301	0.01074285504
302	0.01070948289
303	0.01063468025
304	0.01052954963
305	0.01051526139
306	0.01046287573
307	0.01044219457
308	0.01044209712
309	0.01042819501
310	0.01042528282
311	0.01039447373
312	0.0103910631
313	0.01038702526
314	0.01030975323
315	0.01029329043
316	0.01021602308
317	0.01015455603
318	0.01009787691
319	0.01000516135
320	0.009938750556
321	0.009875879105
322	0.00980071655
323	0.009757571359
324	0.009754862479
325	0.009686834325
326	0.00962048789
327	0.009544492168
328	0.00954070116
329	0.009540689525
330	0.009540604919
331	0.009538390428
332	0.009500136039
333	0.00946675828
334	0.009426024252
335	0.009421364484
336	0.009371849577
337	0.009371844664
338	0.009344087033
339	0.009283241425
340	0.009279305001
341	0.009218274274
342	0.00916463136
343	0.009132740631
344	0.009053925037
345	0.008992474107
346	0.008928689282
347	0.00892866629
348	0.008885464324
349	0.00882721407
350	0.008786682021
351	0.008779200506
352	0.008776959362
353	0.008716608035
354	0.008650410384
355	0.008579944653
356	0.008563337676
357	0.008521468137
358	0.008481208939
359	0.008481205822
360	0.008427486562
361	0.008369816047
362	0.008363844319
363	0.008363805735
364	0.008311503955
365	0.008311495477
366	0.00829262265
367	0.008260361122
368	0.008258199882
369	0.008197863553
370	0.008166494255
371	0.008129341672
372	0.008089120233
373	0.008035290314
374	0.008032333028
375	0.008028079929
376	0.008020872813
377	0.007983924365
378	0.007915072675
379	0.007911182449
380	0.007861816518
381	0.007823330306
382	0.007806444118
383	0.007800366209
384	0.007799034637
385	0.007796974516
386	0.00779361108
387	0.007760189654
388	0.007760126251
389	0.00769510875
390	0.007646619046
391	0.007589794877
392	0.007585507805
393	0.007526077005
394	0.007501218884
395	0.007448437195
396	0.007448434464
397	0.00744843113
398	0.00741982198
399	0.007384876958
400	0.007384864213
401	0.007380963625
402	0.007372258143
403	0.007372255975
404	0.007349366143
405	0.007314022365
406	0.007271734957
407	0.007269819531
408	0.007269811799
409	0.007269777278
410	0.00726974248
411	0.007232089672
412	0.007211809053
413	0.00721180145
414	0.007211770077
415	0.007169435108
416	0.007139065006
417	0.00713905812
418	0.007139051879
419	0.00713826228
420	0.007137847868
421	0.007136097863
422	0.007135224296
423	0.007135209781
424	0.007091572049
425	0.007051969278
426	0.007049687842
427	0.007049647791
428	0.007047988627
429	0.007047982931
430	0.007047976106
431	0.007029267221
432	0.007029242113
433	0.007028187161
434	0.00702810386
435	0.007022703985
436	0.007021087577
437	0.00702107293
438	0.007018991139
439	0.007011254108
440	0.006957102254
441	0.006932476688
442	0.006932432965
443	0.006892862491
444	0.006892862491
445	0.00689098
446	0.006865620037
447	0.006819674263
448	0.006788294793
449	0.006786328821
450	0.006750846332
451	0.006743711297
452	0.006743711297
453	0.00673626019
454	0.006726809934
455	0.006724353225
456	0.006674154832
457	0.006674154153
458	0.00663820611
459	0.006601356553
460	0.006578793197
461	0.006547653863
462	0.006518957762
463	0.006510333813
464	0.006465469634
465	0.006458620923
466	0.006458583473
467	0.006426075455
468	0.006419099459
469	0.006416791441
470	0.006373925348
471	0.006346646882
472	0.006310252532
473	0.006279302594
474	0.006249130648
475	0.006249112175
476	0.006236429332
477	0.006214277897
478	0.006190348836
479	0.006190342875
480	0.006188784361
481	0.006187526632
482	0.006187519482
483	0.006155781334
484	0.00612426314
485	0.006087935648
486	0.006061980656
487	0.006035622822
488	0.006035621491
489	0.006035601167
490	0.006025601989
491	0.00600706221
492	0.006007058514
493	0.005999222278
494	0.00597090708
495	0.005947175923
496	0.005944888869
497	0.005943301921
498	0.005919514138
499	0.005919490919
500	0.005919442778
501	0.005918290787
502	0.005918283327
503	0.005917436543
504	0.00591743523
505	0.005917429253
506	0.005917426703
507	0.005905785697
508	0.00590424632
509	0.005877725075
510	0.005851577528
511	0.005847584877
512	0.005830678361
513	0.005824541461
514	0.005817779781
515	0.005817770001
516	0.005816813119
517	0.005816810514
518	0.005801321242
519	0.005784959817
520	0.005760009094
521	0.00576000497
522	0.005760004301
523	0.005760001811
524	0.005748673474
525	0.005748668279
526	0.00574773083
527	0.005724859384
528	0.005705164547
529	0.005705153169
530	0.005681721666
531	0.00568081693
532	0.005680816311
533	0.005659461895
534	0.00563484031
535	0.005627705767
536	0.005627693398
537	0.005627690902
538	0.005597348838
539	0.005597340626
540	0.005595945497
541	0.005590765922
542	0.005590765326
543	0.00556868343
544	0.005568676332
545	0.005567386645
546	0.005551655086
547	0.005533259244
548	0.005533251019
549	0.0055332487
550	0.005510067636
551	0.005510062511
552	0.005488710742
553	0.005476550698
554	0.005475253566
555	0.005474838297
556	0.005474832114
557	0.00545488856
558	0.005432142141
559	0.005430969432
560	0.00543096713
561	0.005429658678
562	0.005429649884
563	0.005429648459
564	0.005429631346
565	0.005429605042
566	0.005395907403
567	0.005360680153
568	0.005360665003
569	0.005341673231
570	0.005310791502
571	0.005280200043
572	0.005280195981
573	0.005278594287
574	0.005278592054
575	0.005278570878
576	0.005278570878
577	0.005277494245
578	0.005277484917
579	0.005277479033
580	0.005277468488
581	0.005257078214
582	0.005238032465
583	0.005238029749
584	0.005236300276
585	0.005218116139
586	0.00521701764
587	0.005216986828
588	0.005216981601
589	0.005205219233
590	0.005205216465
591	0.005204258644
592	0.005186180993
593	0.005186160323
594	0.005179369651
595	0.005160084957
596	0.005160053964
597	0.005160051911
598	0.00514445627
599	0.005136487898
600	0.005104260581
601	0.005096738656
602	0.005096734295
603	0.005096130479
604	0.005096128566
605	0.005096126652
606	0.005076628193
607	0.005071535246
608	0.005043488017
609	0.00502527394
610	0.005004414719
611	0.005004396936
612	0.005003789625
613	0.005003774513
614	0.005003764881
615	0.005003389338
616	0.005002519991
617	0.005001221336
618	0.005001203888
619	0.005000367097
620	0.005000351389
621	0.004970135742
622	0.004970134798
623	0.004970113836
624	0.004970099028
625	0.004970087833
626	0.004970085613
627	0.00496922742
628	0.004942076084
629	0.004940889964
630	0.004940038168
631	0.004930504574
632	0.004930503711
633	0.004929854029
634	0.004929853094
635	0.004929827572
636	0.004929827338
637	0.004929822822
638	0.004928983328
639	0.004927989424
640	0.004927330072
641	0.004926330294
642	0.004926326222
643	0.004901035128
644	0.004901015548
645	0.004901014465
646	0.004901010883
647	0.004900169277
648	0.004899509138
649	0.004870611994
650	0.004870520553
651	0.004858527968
652	0.004858524059
653	0.004858187664
654	0.004844478893
655	0.004828240917
656	0.004827124797
657	0.004827110893
658	0.004826290944
659	0.004826284643
660	0.004826281185
661	0.004826053969
662	0.004826049952
663	0.004826046066
664	0.004826040317
665	0.004826035592
666	0.004826032858
667	0.004826029675
668	0.004811612374
669	0.004796032232
670	0.004780201581
671	0.004780198306
672	0.004780191499
673	0.004752748721
674	0.004752745303
675	0.004746351006
676	0.004746347316
677	0.004738844793
678	0.004738843902
679	0.00473882911
680	0.004737933972
681	0.004737932824
682	0.004737175351
683	0.004719631233
684	0.0047187937
685	0.004706055337
686	0.004679645637
687	0.004679640127
688	0.004679056693
689	0.004653231086
690	0.004638688724
691	0.004613912718
692	0.004612665513
693	0.004612646476
694	0.00461264462
695	0.004599664129
696	0.004599021754
697	0.004598990107
698	0.004598981856
699	0.004598336253
700	0.004596050104
701	0.004572094875
702	0.004557348622
703	0.004557348622
704	0.004557342843
705	0.004543064976
706	0.0045430584
707	0.004541978088
708	0.004537629871
709	0.004525953474
710	0.004503842095
711	0.004503830382
712	0.004503787899
713	0.004502993322
714	0.004502203017
715	0.004502188525
716	0.004502182723
717	0.00449515397
718	0.004495126619
719	0.004474770864
720	0.004451466296
721	0.004451461676
722	0.004451456387
723	0.004451450824
724	0.004451012826
725	0.004427842065
726	0.004427839367
727	0.00442783855
728	0.004413206003
729	0.004391019974
730	0.004376819403
731	0.004354610075
732	0.004353590647
733	0.004353587024
734	0.004353585537
735	0.004353585537
736	0.004353578387
737	0.004353554899
738	0.004353553411
739	0.004353552965
740	0.004352385675
741	0.004335124226
742	0.004335123497
743	0.004335088993
744	0.004314084343
745	0.004314073287
746	0.004314073056
747	0.004314072134
748	0.004314071212
749	0.004300298136
750	0.004300281901
751	0.004300279803
752	0.004297723526
753	0.004297720164
754	0.004297714935
755	0.004290426078
756	0.004281498027
757	0.004266803655
758	0.00424709657
759	0.00424709657
760	0.004247095765
761	0.004247094153
762	0.004247078404
763	0.004245977256
764	0.00424596046
765	0.004229484411
766	0.004229427698
767	0.004229426319
768	0.004229426019
769	0.004229382238
770	0.004218043493
771	0.004199265633
772	0.004192175991
773	0.004186831059
774	0.004167294278
775	0.004154608296
776	0.004134216932
777	0.004134206851
778	0.00413299365
779	0.0041329885
780	0.004132985701
781	0.004132983924
782	0.004132982421
783	0.004132979611
784	0.004132979234
785	0.004132979059
786	0.004132976254
787	0.004121849805
788	0.004121847314
789	0.004112627008
790	0.004095769758
791	0.004079759618
792	0.004073559252
793	0.004073556616
794	0.004073555234
795	0.004073552754
796	0.004073550208
797	0.004073550108
798	0.004067204155
799	0.00406720289
800	0.004067202275
801	0.00405513326
802	0.004038219304
803	0.004038218059
804	0.004023487815
805	0.004023487554
806	0.004023486277
807	0.004023483026
808	0.004023479271
809	0.004023477858
810	0.004022278846
811	0.00401220449
812	0.004011511717
813	0.00401151042
814	0.004011509043
815	0.003999301103
816	0.003987334593
817	0.003987330085
818	0.003987317701
819	0.003987309913
820	0.003987308207
821	0.003987307816
822	0.003987305171
823	0.003987304892
824	0.003987299591
825	0.003987297139
826	0.003987275178
827	0.003976240634
828	0.003960784115
829	0.003946387492
830	0.003946383015
831	0.003938313397
832	0.003926742198
833	0.003926742198
834	0.003926739131
835	0.003926727231
836	0.003926709864
837	0.003926705029
838	0.003926704339
839	0.003912456059
840	0.003912451622
841	0.003911526902
842	0.003911523874
843	0.003911522615
844	0.003911519744
845	0.003911514436
846	0.003911513177
847	0.003906833773
848	0.003906483638
849	0.003892858958
850	0.003892854732
851	0.003892844908
852	0.00389284162
853	0.003892841267
854	0.003892840913
855	0.003892833924
856	0.003891782396
857	0.003891781758
858	0.003891778962
859	0.003887333088
860	0.003887330886
861	0.00388731997
862	0.00388731997
863	0.003887317223
864	0.003887314384
865	0.003886836795
866	0.003886836795
867	0.003886807809
868	0.003886788093
869	0.003881994835
870	0.003881980767
871	0.003881975919
872	0.003881966245
873	0.00388196558
874	0.003881950641
875	0.003881949433
876	0.003881948829
877	0.003881946293
878	0.003881946293
879	0.00388194016
880	0.003881935172
881	0.00388193487
882	0.003881934706
883	0.003864083873
884	0.003864081126
885	0.003864068823
886	0.003864068657
887	0.003854537643
888	0.003854534974
889	0.003854520919
890	0.003854508783
891	0.003853571647
892	0.003853566993
893	0.003845504327
894	0.003845504327
895	0.003845503178
896	0.003845500873
897	0.003836151795
898	0.003836138307
899	0.003836133862
900	0.003836125908
901	0.003836125908
902	0.003836123107
903	0.003836120792
904	0.003836119607
905	0.003836109313
906	0.003836107096
907	0.003836105911
908	0.003836101515
909	0.003836099522
910	0.003836098335
911	0.003836089462
912	0.00383608887
913	0.003836088597
914	0.003826313756
915	0.003818818341
916	0.003808173086
917	0.003802196338
918	0.003802196098
919	0.00379128952
920	0.003778234681
921	0.003778215656
922	0.003778213619
923	0.003778204303
924	0.003778203779
925	0.003778201156
926	0.003778198534
927	0.003778184629
928	0.003778183318
929	0.003778181104
930	0.003767506953
931	0.003767484533
932	0.003767482288
933	0.003767473412
934	0.003767471173
935	0.003767466938
936	0.003767464723
937	0.003767462273
938	0.003767460987
939	0.00376745676
940	0.003750655384
941	0.003740283273
942	0.003739406099
943	0.003739395919
944	0.003739394654
945	0.003739390506
946	0.003739372888
947	0.003739370621
948	0.003739370488
949	0.003739368218
950	0.003739368218
951	0.003739366704
952	0.003739363391
953	0.003739358143
954	0.003739355879
955	0.003739353616
956	0.00373934087
957	0.003739339665
958	0.003735213826
959	0.003735212772
960	0.003735210582
961	0.003735210203
962	0.003735202361
963	0.003735202361
964	0.003735201308
965	0.003735199119
966	0.003735189461
967	0.003720495916
968	0.003705396963
969	0.003705386031
970	0.00370538501
971	0.003705380105
972	0.003705369417
973	0.00370536554
974	0.003705364521
975	0.003695312972
976	0.003695306458
977	0.0036953043
978	0.003695303784
979	0.003684987705
980	0.003684986396
981	0.0036849758
982	0.003684973296
983	0.00368497241
984	0.003674508529
985	0.003661637558
986	0.003648896084
987	0.003647674513
988	0.003647672457
989	0.003647653855
990	0.003647653306
991	0.003631920271
992	0.003631918229
993	0.00362800227
994	0.003619443598
995	0.003609780063
996	0.00360977555
997	0.003609760312
998	0.003609755619
999	0.003609753705
